# Baseball Manager player database — edit this file; SQLite migration planned
season,pool,teamAbbr,rosterLevel,id,name,role,age,salaryKrw,potential,targetOvr,generated,bats,throws,pa,woba,iso,bbPct,kPct,sb,ip,era,fip,k9,bb9,gs,games,pitchingStyle
2026,roster,KIA,farm,868cc8fb-50e6-4b45-a099-ff7fc5dab9ba,박민,CF,20,,78,58,,,,380,0.3196428571428571,0.11857142857142858,0.07375000000000001,0.21464285714285714,10,,,,,,,,
2026,roster,KIA,farm,7a6f3757-4986-4699-9ccf-fbbfbee6eca4,이재원,C,22,,72,56,,,,380,0.3132142857142857,0.11285714285714286,0.07125000000000001,0.21821428571428572,2,,,,,,,,
2026,roster,KIA,farm,cff7af04-84c6-4e6a-9666-50b9f003b935,최지민,3B,21,,74,55,,,,380,0.31,0.11,0.07,0.22,2,,,,,,,,
2026,roster,KIA,farm,3d00efca-919b-45aa-ab0f-7a19883e5d0c,한준수,RF,20,,76,54,,,,380,0.3067857142857143,0.10714285714285714,0.06875,0.22178571428571428,2,,,,,,,,
2026,roster,KIA,farm,fb69bdb0-93b8-4f6f-8eff-546118706999,박시훈,SP,21,,82,60,,,,,,,,,,117,4.95,4.785714285714286,7.303571428571429,3.8035714285714284,19,23,overhand
2026,roster,KIA,farm,11687f3f-b01e-4510-899d-98d88c2c6855,김민수,SP,22,,79,57,,,,,,,,,,113,5.1000000000000005,4.914285714285715,6.821428571428571,3.9214285714285713,18,22,sidearm
2026,roster,KIA,farm,ae06744b-db89-4642-b486-afdeca1da8a8,이태양,SP,20,,81,55,,,,,,,,,,110,5.2,5,6.5,4,18,22,overhand
2026,roster,KIA,farm,1ee2ca3a-5109-4106-aa77-7ff3a30ca346,정우영,RP,21,,75,53,,,,,,,,,,37,5.3,5.085714285714285,6.178571428571429,4.078571428571428,0,34,threeQuarter
2026,roster,KIA,farm,0c989987-b3a8-4634-8c6c-e768751e562d,오현석,RP,22,,73,52,,,,,,,,,,36,5.3500000000000005,5.128571428571428,6.017857142857143,4.117857142857143,0,34,overhand
2026,roster,KIA,farm,ab5163df-2937-4916-8aa8-73eb72262e67,장현민,2B,19,,77,51,,,,380,0.29714285714285715,0.09857142857142857,0.065,0.22714285714285715,5,,,,,,,,
2026,roster,KIA,farm,4df7efb3-c9e1-4894-9668-e415a21b1847,윤재혁,LF,20,,74,50,,,,380,0.29392857142857143,0.09571428571428571,0.06375,0.22892857142857143,0,,,,,,,,
2026,roster,KIA,farm,b9112854-c8b9-4cfa-ae30-74d6ea3522d2,서재민,RP,19,,72,49,,,,,,,,,,35,5.5,5.257142857142857,5.535714285714286,4.235714285714286,0,33,overhand
2026,roster,KIA,farm,f1d0325c-8e29-4fab-8d77-182635cd2a91,홍길동,1B,21,,70,48,,,,380,0.2875,0.09,0.061250000000000006,0.2325,0,,,,,,,,
2026,roster,KIA,farm,9cce25db-9cbf-468f-92e8-a797444dcb5c,나승우,DH,22,,78,59,,,,380,0.32285714285714284,0.12142857142857143,0.07500000000000001,0.21285714285714286,3,,,,,,,,
2026,roster,KIA,farm,bef03352-01bd-4037-abd5-7169ba967b55,문재윤,SS,19,,82,57,,,,380,0.31642857142857145,0.11571428571428571,0.07250000000000001,0.21642857142857144,10,,,,,,,,
2026,roster,KIA,farm,d029f1eb-926f-4fa3-be7e-a7a8000d9b21,송민준,CF,20,,79,56,,,,380,0.3132142857142857,0.11285714285714286,0.07125000000000001,0.21821428571428572,9,,,,,,,,
2026,roster,KIA,farm,044d2968-b3a0-4bdf-993c-5a0581ae63e7,유태오,C,21,,74,55,,,,380,0.31,0.11,0.07,0.22,2,,,,,,,,
2026,roster,KIA,farm,7cb99e64-0217-4792-8bd1-005f9c401722,배준영,3B,20,,76,54,,,,380,0.3067857142857143,0.10714285714285714,0.06875,0.22178571428571428,2,,,,,,,,
2026,roster,KIA,farm,b7e54419-7832-4bfa-86e3-d6192f7ad32f,강현수,RF,19,,77,53,,,,380,0.30357142857142855,0.10428571428571429,0.0675,0.22357142857142856,1,,,,,,,,
2026,roster,KIA,farm,a19bf9e7-0c5e-4eb1-af0a-5d79647c1770,조윤서,2B,22,,73,52,,,,380,0.3003571428571429,0.10142857142857142,0.06625,0.22535714285714287,6,,,,,,,,
2026,roster,KIA,farm,bc908d03-dad3-4fa3-b86a-022ce9cd97a2,황지훈,SP,21,,81,58,,,,,,,,,,114,5.05,4.871428571428572,6.982142857142857,3.882142857142857,19,22,overhand
2026,roster,KIA,farm,91bed615-ca4f-4d84-9a44-fa4f11bbd066,임도현,SP,20,,80,55,,,,,,,,,,110,5.2,5,6.5,4,18,22,overhand
2026,roster,KIA,farm,b7fc3b4c-5c40-4b11-ac20-c222644d2777,신우빈,RP,19,,72,51,,,,,,,,,,36,5.4,5.171428571428572,5.857142857142858,4.1571428571428575,0,34,overhand
2026,roster,KIA,farm,219b3380-936b-4b53-a233-badea26ccd0c,고영민,RP,22,,71,50,,,,,,,,,,35,5.45,5.214285714285714,5.696428571428571,4.196428571428571,0,34,overhand
2026,roster,KIA,farm,571b09b6-60a6-4356-b385-ac0d2bab847d,류지환,LF,18,,78,49,,,,380,0.2907142857142857,0.09285714285714286,0.0625,0.2307142857142857,0,,,,,,,,
2026,roster,KIA,farm,ba5092b0-3f77-480d-86bc-a3ebbac25cf2,백승호,RP,21,,70,48,,,,,,,,,,34,5.55,5.3,5.375,4.275,0,33,sidearm
2026,roster,KIA,farm,78b24de8-b53e-489b-bbdc-97bb736aefec,전민규,RP,20,,69,47,,,,,,,,,,34,5.6000000000000005,5.3428571428571425,5.214285714285714,4.314285714285714,0,33,threeQuarter
2026,roster,NC,first,49c7a9c1-5660-4abf-a676-5f7a6b0ee921,박민우,2B,33,800000000,,71,,L,R,276,0.44345,0.127,0.13768115942028986,0.11231884057971014,0,,,,,,,,
2026,roster,NC,first,554e7643-82bc-40b6-b900-853775cbedcb,김주원,SS,24,350000000,90,63,,S,R,310,0.4133,0.183,0.08064516129032258,0.12580645161290321,0,,,,,,,,
2026,roster,NC,first,e4caf25a-6cba-44b5-855c-b26297eba065,데이비슨,1B,35,9750000000,,52,,R,R,235,0.36324999999999996,0.173,0.04680851063829787,0.23404255319148937,0,,,,,,,,
2026,roster,NC,first,acf9210f-7a3e-405e-b727-2a9d71f0b43e,김성욱,CF,33,100000000,,70,,R,R,520,0.39035714285714285,0.18142857142857144,0.10125,0.17535714285714285,28,,,,,,,,
2026,roster,NC,first,a39e09ca-5d49-4d48-8c7a-aa558b418479,김형준,C,27,200000000,,64,,R,R,520,0.3839285714285714,0.1757142857142857,0.09875,0.17892857142857144,10,,,,,,,,
2026,roster,NC,first,ed873897-b1a7-44b3-bfb3-94d7a0cd28b4,서호철,3B,30,150000000,,63,,R,R,520,0.3775,0.16999999999999998,0.09625,0.1825,10,,,,,,,,
2026,roster,NC,first,4e7e986b-3f4f-4c11-a2dc-c9415e7d15a9,박건우,RF,36,600000000,,67,,R,R,264,0.3948,0.20900000000000002,0.11742424242424243,0.19696969696969696,0,,,,,,,,
2026,roster,NC,first,62f8dd82-d82c-427c-9229-d2a65bfa980b,김태군,C,37,600000000,,62,,R,R,520,0.37107142857142855,0.16428571428571428,0.09375000000000001,0.18607142857142855,9,,,,,,,,
2026,roster,NC,first,655341e4-887b-4ed2-a8b3-5eb02f14041d,이상호,LF,27,250000000,,72,,,,520,0.36464285714285716,0.15857142857142859,0.09125000000000001,0.18964285714285714,8,,,,,,,,
2026,roster,NC,first,2e97e689-c5ec-4f8c-8b96-a64908d0f228,김한별,SS,25,48000000,,62,,R,R,520,0.3582142857142857,0.15285714285714286,0.08875000000000001,0.19321428571428573,20,,,,,,,,
2026,roster,NC,first,f61be3fd-74ae-4929-8413-e36e42d97bd9,박세혁,C,36,400000000,,58,,L,R,380,0.355,0.15,0.08750000000000001,0.195,7,,,,,,,,
2026,roster,NC,first,efdb1456-4550-4384-a3b6-6f611e3c2a8c,도태훈,2B,33,73000000,,60,,L,R,380,0.35178571428571426,0.14714285714285713,0.08625000000000001,0.19678571428571429,18,,,,,,,,
2026,roster,NC,first,a91398cd-41c0-46b1-ba6d-60f80cdc7453,김태현,RP,28,34000000,,67,,L,L,,,,,,,,,,,,,,threeQuarter
2026,roster,NC,first,5f77faf0-d51e-43d0-8700-510da4df55b1,구창모,SP,29,900000000,,61,,L,L,,,,,,,74.33333333333333,3.51,3.6650224215246636,7.748878923766816,2.663677130044843,10,13,overhand
2026,roster,NC,first,345a9bb9-9223-464c-a132-b3bfe3226524,로건,SP,27,700000000,,82,,,,,,,,,,149,3.8500000000000005,3.842857142857143,10.839285714285715,2.939285714285714,24,26,threeQuarter
2026,roster,NC,first,32f04572-ec2a-4df4-a794-d1991f4eba29,이재학,SP,36,131000000,,68,,R,,,,,,,,143,4.050000000000001,4.014285714285714,10.196428571428571,3.0964285714285715,23,25,overhand
2026,roster,NC,first,70e54085-8453-4e8a-8ea2-8e155e697a73,신민혁,SP,27,190000000,84,66,,R,R,,,,,,,139,4.2,4.142857142857143,9.714285714285715,3.2142857142857144,22,25,overhand
2026,roster,NC,first,f66874ae-6e0b-41f5-a936-5463364f5b1a,김녹두,SP,24,200000000,80,72,,,,,,,,,,134,4.3500000000000005,4.271428571428571,9.232142857142858,3.3321428571428573,22,24,overhand
2026,roster,NC,first,593d7df5-6ae4-461c-8ea7-317001d704db,이용찬,RP,37,100000000,,57,,R,R,,,,,,,51,4,3.9714285714285715,10.357142857142858,3.057142857142857,0,42,overhand
2026,roster,NC,first,c34c4e77-99a9-4741-8a27-78dcd3ab2ecd,김영규,RP,26,200000000,,56,,L,L,,,,,,,50,4.1000000000000005,4.057142857142857,10.035714285714285,3.1357142857142857,0,41,threeQuarter
2026,roster,NC,first,0fa4fa50-eb9e-464e-bfe7-fc3d146cb0d3,김태훈,RP,20,34000000,,54,,R,R,,,,,,,48,4.25,4.185714285714286,9.553571428571429,3.2535714285714286,0,40,threeQuarter
2026,roster,NC,first,7d4c8016-85ab-485c-8d3f-39709f098024,박세웅,C,33,190000000,,47,,R,R,,,,,,,,,,,,,,
2026,roster,NC,first,4a80b8a6-462d-491c-8c44-045ad47d3b74,이준호,RP,26,45000000,,54,,R,R,,,,,,,47,4.4,4.314285714285714,9.071428571428571,3.3714285714285714,0,40,sidearm
2026,roster,NC,first,93f1cd9d-e082-41aa-808d-4a59e49727d8,최성영,RP,29,82000000,,53,,L,L,,,,,,,46,4.5,4.4,8.75,3.45,0,39,overhand
2026,roster,NC,first,c39650a2-89c4-46cd-9ecd-de05176ca674,김재열,RP,30,90000000,76,53,,R,R,,,,,,,45,4.55,4.442857142857143,8.589285714285715,3.4892857142857143,0,39,overhand
2026,roster,NC,first,bd5a385d-2b6b-4e12-8813-192ef37757cb,박민석,RP,37,110000000,75,52,,R,,,,,,,,44,4.6000000000000005,4.485714285714286,8.428571428571429,3.5285714285714285,0,38,overhand
2026,roster,NC,farm,d8efa129-b2d0-4dff-9ebc-aea14e160ea7,이준서,SS,21,,82,61,,,,380,0.3292857142857143,0.12714285714285714,0.07750000000000001,0.2092857142857143,13,,,,,,,,
2026,roster,NC,farm,8856db84-34be-47f6-a42c-6c7adbd25ac0,김민재,CF,20,,79,57,,,,380,0.31642857142857145,0.11571428571428571,0.07250000000000001,0.21642857142857144,10,,,,,,,,
2026,roster,NC,farm,1b80e7f1-a0a3-4840-b74a-bebaebbc34d9,박준영,SP,21,,83,58,,,,,,,,,,114,5.05,4.871428571428572,6.982142857142857,3.882142857142857,19,22,overhand
2026,roster,NC,farm,50553cc5-90d4-47a0-992c-4b34c0b3072e,최우성,C,22,,73,55,,,,380,0.31,0.11,0.07,0.22,2,,,,,,,,
2026,roster,NC,farm,53d3623e-c5c1-4ca6-8fa1-4a7d3a278792,이동현,SP,20,,80,54,,,,,,,,,,109,5.25,5.042857142857143,6.339285714285714,4.039285714285715,18,22,threeQuarter
2026,roster,NC,farm,92689dc4-3ef5-4642-adbb-fe53cd2f4650,한승우,3B,21,,75,53,,,,380,0.30357142857142855,0.10428571428571429,0.0675,0.22357142857142856,1,,,,,,,,
2026,roster,NC,farm,672f9cf4-c7d1-4668-8259-32db454e916c,정태양,RP,22,,72,52,,,,,,,,,,36,5.3500000000000005,5.128571428571428,6.017857142857143,4.117857142857143,0,34,overhand
2026,roster,NC,farm,258839e2-a7ec-4d92-9787-0c4cfb60b2da,오민준,RF,20,,74,51,,,,380,0.29714285714285715,0.09857142857142857,0.065,0.22714285714285715,1,,,,,,,,
2026,roster,NC,farm,25e4fd1c-4561-421b-8ec2-08f870a83a5f,김서준,RP,19,,71,50,,,,,,,,,,35,5.45,5.214285714285714,5.696428571428571,4.196428571428571,0,34,sidearm
2026,roster,NC,farm,fc6d8cda-22d1-485e-bda9-0a6f6d54756a,장현우,2B,21,,73,49,,,,380,0.2907142857142857,0.09285714285714286,0.0625,0.2307142857142857,3,,,,,,,,
2026,roster,NC,farm,9d702243-9e1e-422d-975e-a8c013675d04,윤재민,SP,20,,77,48,,,,,,,,,,100,5.55,5.3,5.375,4.275,17,21,overhand
2026,roster,NC,farm,cb04dad7-c38f-4fe0-af06-a757c34f513f,신동혁,LF,19,,72,47,,,,380,0.2842857142857143,0.08714285714285715,0.060000000000000005,0.2342857142857143,0,,,,,,,,
2026,roster,NC,farm,9bc3194d-303a-400a-bae9-7a2dcdcbdf81,박현우,RP,21,,70,46,,,,,,,,,,33,5.65,5.385714285714286,5.053571428571429,4.353571428571429,0,32,overhand
2026,roster,NC,farm,9df1269b-e209-4c2c-9226-2657be396f8b,김우진,1B,20,,71,45,,,,380,0.27785714285714286,0.08142857142857143,0.05750000000000001,0.23785714285714285,0,,,,,,,,
2026,roster,NC,farm,d122b288-941b-4c00-bf8f-be40ef7c3e87,서민재,DH,22,,77,58,,,,380,0.3196428571428571,0.11857142857142858,0.07375000000000001,0.21464285714285714,3,,,,,,,,
2026,roster,NC,farm,802e55f7-54fd-49ea-b682-c2f6c1795d87,황준혁,SS,19,,81,56,,,,380,0.3132142857142857,0.11285714285714286,0.07125000000000001,0.21821428571428572,9,,,,,,,,
2026,roster,NC,farm,7207d4b8-7de7-4337-a5d2-c8ffd2825a53,노시후,CF,20,,78,55,,,,380,0.31,0.11,0.07,0.22,8,,,,,,,,
2026,roster,NC,farm,145ab093-2aaa-4927-b0f2-61a2417d8c58,민경환,C,21,,73,54,,,,380,0.3067857142857143,0.10714285714285714,0.06875,0.22178571428571428,2,,,,,,,,
2026,roster,NC,farm,bc48be23-e01f-4fcc-a1f9-dd3ed443abec,표승민,3B,20,,75,53,,,,380,0.30357142857142855,0.10428571428571429,0.0675,0.22357142857142856,1,,,,,,,,
2026,roster,NC,farm,e93526eb-0d24-4e05-9c78-b144ceaf8e17,하태양,RF,19,,76,52,,,,380,0.3003571428571429,0.10142857142857142,0.06625,0.22535714285714287,1,,,,,,,,
2026,roster,NC,farm,1030a5f1-b147-4e84-abd8-55734ed53d3c,곽민성,2B,22,,72,51,,,,380,0.29714285714285715,0.09857142857142857,0.065,0.22714285714285715,5,,,,,,,,
2026,roster,NC,farm,a720b502-84e0-4355-9317-e788c003d1b3,최범석,SP,21,,80,57,,,,,,,,,,113,5.1000000000000005,4.914285714285715,6.821428571428571,3.9214285714285713,18,22,overhand
2026,roster,NC,farm,83f7aa86-86d3-414e-b7d1-d84ef6c0276f,김한솔,SP,20,,79,54,,,,,,,,,,109,5.25,5.042857142857143,6.339285714285714,4.039285714285715,18,22,overhand
2026,roster,NC,farm,77e62db6-9bb7-4654-8c7d-3c1161bac31d,이도윤,RP,19,,71,50,,,,,,,,,,35,5.45,5.214285714285714,5.696428571428571,4.196428571428571,0,34,overhand
2026,roster,NC,farm,332a3e24-c637-4e38-a322-a6382317ff01,박성진,RP,22,,70,49,,,,,,,,,,35,5.5,5.257142857142857,5.535714285714286,4.235714285714286,0,33,sidearm
2026,roster,NC,farm,e71b0df4-824d-45c9-9d93-a285d9d7f01d,안재현,LF,18,,77,48,,,,380,0.2875,0.09,0.061250000000000006,0.2325,0,,,,,,,,
2026,roster,NC,farm,60f21da0-e107-40f1-81bb-ae3bf680bdf5,송지후,RP,21,,69,47,,,,,,,,,,34,5.6000000000000005,5.3428571428571425,5.214285714285714,4.314285714285714,0,33,overhand
2026,roster,NC,farm,7e3b861f-a5b0-4de5-a8a5-d398cc022d01,장우성,RP,20,,68,46,,,,,,,,,,33,5.65,5.385714285714286,5.053571428571429,4.353571428571429,0,32,overhand
2026,roster,SSG,first,8d602b8c-7245-4a50-8e94-b84bfbeea05e,최정,3B,39,2200000000,,75,,R,R,246,0.42760000000000004,0.324,0.12601626016260162,0.22357723577235772,0,,,,,,,,
2026,roster,SSG,first,87643c79-ea99-4c5a-8f74-4b674149f732,에레디아,CF,35,8000000000,,55,,R,L,310,0.35075,0.16899999999999998,0.07096774193548387,0.16129032258064516,0,,,,,,,,
2026,roster,SSG,first,79dbf4ac-ea3d-4316-9a4a-b8b670929174,고명준,SS,24,160000000,88,71,,R,R,520,0.3967857142857143,0.18714285714285717,0.10375000000000001,0.1717857142857143,29,,,,,,,,
2026,roster,SSG,first,394d6902-9634-4b81-9c8b-cd99d131ccd3,한유섬,LF,37,900000000,,66,,L,R,520,0.39035714285714285,0.18142857142857144,0.10125,0.17535714285714285,11,,,,,,,,
2026,roster,SSG,first,75321854-f70f-4222-ab9d-72ce61ac9eab,최지훈,RF,29,370000000,,51,,L,R,288,0.30144999999999994,0.18000000000000002,0.06944444444444445,0.13194444444444445,0,,,,,,,,
2026,roster,SSG,first,1146edd2-830e-4879-9234-0d2090377a36,이재원,C,30,320000000,,76,,,,520,0.3775,0.16999999999999998,0.09625,0.1825,10,,,,,,,,
2026,roster,SSG,first,83d06d89-99f3-4687-9a82-8d92d4198b95,박성한,SS,28,420000000,,76,,L,R,313,0.45730000000000004,0.10800000000000004,0.16293929712460065,0.09904153354632587,0,,,,,,,,
2026,roster,SSG,first,4f55d361-94f1-4816-b786-f1acb1b5a796,오태곤,1B,35,500000000,,61,,R,R,520,0.3678571428571429,0.16142857142857142,0.09250000000000001,0.18785714285714286,8,,,,,,,,
2026,roster,SSG,first,d4c6e170-95fe-4c46-beaa-f0735c49d795,김성현,2B,39,250000000,,63,,R,R,520,0.36464285714285716,0.15857142857142859,0.09125000000000001,0.18964285714285714,21,,,,,,,,
2026,roster,SSG,first,bd582243-85f7-4230-9783-7c20cdc93ef9,최준우,DH,27,65000000,,59,,L,R,520,0.36142857142857143,0.15571428571428572,0.09000000000000001,0.19142857142857142,8,,,,,,,,
2026,roster,SSG,first,1414dabc-8674-4be0-83d2-d4f3b689eccb,김강민,CF,44,110000000,,61,,R,R,380,0.355,0.15,0.08750000000000001,0.195,19,,,,,,,,
2026,roster,SSG,first,b28d50f6-e2d9-4eb9-b11f-aec53ceb1cec,이현석,C,34,35000000,,57,,R,R,380,0.35178571428571426,0.14714285714285713,0.08625000000000001,0.19678571428571429,7,,,,,,,,
2026,roster,SSG,first,f41a1e78-26b9-4ad3-ad99-aca435d8680b,정준재,2B,23,130000000,,55,,L,R,273,0.35384999999999994,0.09199999999999997,0.09157509157509157,0.1282051282051282,0,,,,,,,,
2026,roster,SSG,first,dc6eff82-56c2-4180-8155-6d1d04a8f810,김광현,SP,38,1500000000,,70,,L,L,,,,,,,150,3.8000000000000003,3.8,11,2.9,24,26,overhand
2026,roster,SSG,first,f010c878-dbac-4fd0-88b6-54d0bfc85367,앤더슨,SP,32,11500000000,,69,,R,R,,,,,,,149,3.8500000000000005,3.842857142857143,10.839285714285715,2.939285714285714,24,26,overhand
2026,roster,SSG,first,6b510cc9-23ec-4a74-89ce-b9e6f41c351a,문승원,SP,37,800000000,,68,,R,R,,,,,,,144,4,3.9714285714285715,10.357142857142858,3.057142857142857,23,25,threeQuarter
2026,roster,SSG,first,7225af95-5a93-4374-b363-3cc1a70558c3,백승건,SP,26,32000000,84,67,,L,L,,,,,,,140,4.15,4.1,9.875,3.175,23,25,sidearm
2026,roster,SSG,first,84653f03-c6c4-49e6-bdac-501553c51907,송영진,SP,22,60000000,81,65,,S,R,,,,,,,136,4.3,4.228571428571429,9.392857142857142,3.2928571428571427,22,25,sidearm
2026,roster,SSG,first,566093c4-179e-449b-bb1e-64d5ef57534b,김택형,RP,30,150000000,,58,,L,L,,,,,,,52,3.9000000000000004,3.8857142857142857,10.678571428571429,2.9785714285714286,0,42,overhand
2026,roster,SSG,first,474bdc6d-3c10-466f-9421-e845f388da23,서진용,RP,34,180000000,,56,,R,R,,,,,,,50,4.050000000000001,4.014285714285714,10.196428571428571,3.0964285714285715,0,42,overhand
2026,roster,SSG,first,befd3e3c-5d02-4aa1-bb38-e5005688c013,노경은,RP,42,400000000,,55,,R,R,,,,,,,49,4.15,4.1,9.875,3.175,0,41,underhand
2026,roster,SSG,first,25583694-ac12-44af-a60d-9374574f5e56,이로운,RP,22,200000000,,54,,R,R,,,,,,,48,4.25,4.185714285714286,9.553571428571429,3.2535714285714286,0,40,overhand
2026,roster,SSG,first,3b558ad9-fe11-453f-9ee1-eb698997936f,한두솔,RP,29,95000000,,54,,L,L,,,,,,,47,4.3500000000000005,4.271428571428571,9.232142857142858,3.3321428571428573,0,40,threeQuarter
2026,roster,SSG,first,4cdc2eeb-a6af-4ba0-89da-90e93cf45d2d,조병현,RP,24,250000000,,53,,R,R,,,,,,,46,4.45,4.357142857142858,8.910714285714285,3.4107142857142856,0,39,overhand
2026,roster,SSG,first,6e57b8da-84ac-4ec2-aa7e-8378307f71be,김민,RP,27,210000000,,53,,R,R,,,,,,,46,4.5,4.4,8.75,3.45,0,39,threeQuarter
2026,roster,SSG,first,876eeda6-8f9c-450e-8ccd-72bf390cc4ef,박지환,RP,24,120000000,76,68,,,,,,,,,,45,4.55,4.442857142857143,8.589285714285715,3.4892857142857143,0,39,overhand
